"","gyeongsang","seoul"
"1548","근데 아까 필기하는 대학생들이 공부 많이 하는 공부하고 이러는 대학생들이 필기 많이 하는 대학생들이 쓰면 좋을 거 같다 했는데","근데 아까 필기하는 대학생들이 공부 많이 하는 공부하고 이러는 대학생들이 필기 많이 하는 대학생들이 쓰면 좋을 거 같다 했는데"
"1549","이게 종이에 쓰면은 한 번 쓰면은 안 없어지잖아.","이게 종이에 쓰면은 한 번 쓰면은 안 없어지잖아."
"1550","근데 거기에 쓰면은 실수로 삭제하면 아예 다 날아가는 거잖아.","근데 거기에 쓰면은 실수로 삭제하면 아예 다 날아가는 거잖아."
"1551","그럼 필기 볼 수 없잖아 어떡해?","그럼 필기 볼 수 없잖아 어떡해?"
"1552","그게","그게"
"1553","그~ 클라우드 같은 데 나는 그래가지고","그~ 클라우드 같은 데 나는 그래가지고"
"1554","클라우드에 이제 자동 업로드 하도록 해놨거든?","클라우드에 이제 자동 업로드 하도록 해놨거든?"
"1555","아무래도 그러면 좀 어~","아무래도 그러면 좀 어~"
"1556","불상사가 크게 생기기는 하겠지만","불상사가 크게 생기기는 하겠지만"
"1557","뭐 저장 잘 되고 잘 안 날아가더라고 괜찮을 거 같애.","뭐 저장 잘 되고 잘 안 날아가더라고 괜찮을 거 같애."
"1558","여행했던 곳들 중에 제일 어~ 감명 깊었던 여행지가 어디야?","여행했던 곳들 중에 제일 어~ 감명 깊었던 여행지가 어디야?"
"1559","베트남 갔을 때 다낭 다낭을 갔었는데","베트남 갔을 때 다낭 다낭을 갔었는데"
"1560","거기 호텔이 되게 좋았고","거기 호텔이 되게 좋았고"
"1561","근데 먹거리가 입에 안 맞아서 좀 힘들었던 경험이 있는데","근데 먹거리가 입에 안 맞아서 좀 힘들었던 경험이 있는데"
"1562","못 먹는 음식이 있어?","못 먹는 음식이 있어?"
"1563","나는 베트남 여행 갔을 때 못 먹는 음식은 따로 없었어.","나는 베트남 여행 갔을 때 못 먹는 음식은 따로 없었어."
"1564","고수도 입에 좀 내 입에는 맞아 가지고 그렇게 힘든 경우는 아니었다고 생각하고","고수도 입에 좀 내 입에는 맞아 가지고 그렇게 힘든 경우는 아니었다고 생각하고"
"1565","음~ 그러면 반대로 베트남 갔을 때 제일 맛있게 먹은 건 뭐야?","음~ 그러면 반대로 베트남 갔을 때 제일 맛있게 먹은 건 뭐야?"
"1566","나는 베트남 음식 중에 콜라가 제일 맛있었어.","나는 베트남 음식 중에 콜라가 제일 맛있었어."
"1567","치킨에도 고수를 못 먹어서 치킨에도 고수가 나왔는데","치킨에도 고수를 못 먹어서 치킨에도 고수가 나왔는데"
"1568","절대 다른 음식을 입에 델 수 없어서 콜라가 제일 맛있었던 기억이 있는데","절대 다른 음식을 입에 델 수 없어서 콜라가 제일 맛있었던 기억이 있는데"
"1569","음~ 콜라를 계속 먹다 보니까","음~ 콜라를 계속 먹다 보니까"
"1570","배가 불러서 다른 음식은 별로 못 먹었던 기억이 있어.","배가 불러서 다른 음식은 별로 못 먹었던 기억이 있어."
"1571","고수도 좋아한다고 했는데 다른 향신료도 다 좋아하니?","고수도 좋아한다고 했는데 다른 향신료도 다 좋아하니?"
"1572","음~ 고수 말고 다른 향신료는","음~ 고수 말고 다른 향신료는"
"1573","먹어본 적이 없어서 잘 모르겠어.","먹어본 적이 없어서 잘 모르겠어."
"1574","남자친구랑 갔던 여행지 중에 제일 좋았던 데가 어디야?","남자친구랑 갔던 여행지 중에 제일 좋았던 데가 어디야?"
"1575","음~ &company-name1& &company-name1&가 제일 재밌었어.","음~ &company-name1& &company-name1&가 제일 재밌었어."
"1576","놀이기구 타는 걸 둘 다 좋아해서 다 탔는데","놀이기구 타는 걸 둘 다 좋아해서 다 탔는데"
"1577","아직 새로 생긴 거는 못 타봐서","아직 새로 생긴 거는 못 타봐서"
"1578","이제 그걸 타러 조만간 다시 갈 예정인 예정이야.","이제 그걸 타러 조만간 다시 갈 예정인 예정이야."
"1579","놀이공원 즐겨 가?","놀이공원 즐겨 가?"
"1580","나는 한 가 한 방향으로 빙빙 도는 걸 절대 못타기 때문에 웬만해서는 잘 안 즐기는데","나는 한 가 한 방향으로 빙빙 도는 걸 절대 못타기 때문에 웬만해서는 잘 안 즐기는데"
"1581","그래도 한 세 달에 한 번쯤 네 달 한 육 개월에 한 번쯤 갈 만한 곳인 거 같애.","그래도 한 세 달에 한 번쯤 네 달 한 육 개월에 한 번쯤 갈 만한 곳인 거 같애."
"1582","우리 저번 우리 몇 년 전에 &company-name2& 갔을 때","우리 저번 우리 몇 년 전에 &company-name2& 갔을 때"
"1583","그때 용인 &company-name2& 갔을 때 그때","그때 용인 &company-name2& 갔을 때 그때"
"1584","재밌었는데 한 번 더 갈래?","재밌었는데 한 번 더 갈래?"
"1585","응 시간만 되면 가면 되지.","응 시간만 되면 가면 되지."
"1586","그러면 거기서 머리띠 쓰고 한번 사진 더 예쁘게 찍고 싶은데","그러면 거기서 머리띠 쓰고 한번 사진 더 예쁘게 찍고 싶은데"
"1587","언제쯤 가는 게 좋을까?","언제쯤 가는 게 좋을까?"
"1588","일단 위쪽은 추우니까 내년에 봄에 날씨가 풀리면","일단 위쪽은 추우니까 내년에 봄에 날씨가 풀리면"
"1589","우리 그~ 같이 노는 커플들이랑 다 같이 가자.","우리 그~ 같이 노는 커플들이랑 다 같이 가자."
"1590","나는 다음 달에 남자친구랑","나는 다음 달에 남자친구랑"
"1591","거제도 여행 계획이 있는데","거제도 여행 계획이 있는데"
"1592","뭐 추천할 만한 곳 있어?","뭐 추천할 만한 곳 있어?"
"1593","거제도 하면","거제도 하면"
"1594","&company-name3&를 꼭 가야지 내가 못 가본 데니까.","&company-name3&를 꼭 가야지 내가 못 가본 데니까."
"1595","갈 의향은 있니?","갈 의향은 있니?"
"1596","외도는 입장료만 너무 비싸서 나 다시는 안 가고 싶은데","외도는 입장료만 너무 비싸서 나 다시는 안 가고 싶은데"
"1597","혹시 통영에서 파는 꿀빵 먹어봤어?","혹시 통영에서 파는 꿀빵 먹어봤어?"
"1598","아니 나 빵 별로 안 좋아해서 꿀빵은 별로 안 먹고 싶은데","아니 나 빵 별로 안 좋아해서 꿀빵은 별로 안 먹고 싶은데"
"1599","쌍욕 라떼가 유명해서","쌍욕 라떼가 유명해서"
"1600","가 보고 싶긴 했는데 왜 돈 주고 욕먹어야 되는지 모르겠어.","가 보고 싶긴 했는데 왜 돈 주고 욕먹어야 되는지 모르겠어."
"1601","돈 주고 욕먹을 거야 너는?","돈 주고 욕먹을 거야 너는?"
"1602","그래도 함 재밌는 경험이 되기 때문에","그래도 한 번 재밌는 경험이 되기 때문에"
"1603","한 번쯤 가 보면 괜찮을 거 같애.","한 번쯤 가 보면 괜찮을 거 같애."
"1604","음~ 코로나 끝나면 제일 먼저 가고 싶은 해외 여행지가 어디야?","음~ 코로나 끝나면 제일 먼저 가고 싶은 해외 여행지가 어디야?"
"1605","나는 방콕 갈 거야.","나는 방콕 갈 거야."
"1606","카오산로드에서 그 &company-name4&에서 사진 꼭 찍고 싶고","카오산로드에서 그 &company-name4&에서 사진 꼭 찍고 싶고"
"1607","그 왓아룬 야경이 보이는 호텔 방에서 하룻밤 먹고 눕고 싶어.","그 왓아룬 야경이 보이는 호텔 방에서 하룻밤 먹고 눕고 싶어."
"1608","넌 가 봤지?","넌 가 봤지?"
"1609","나는 다음 주에 예약을 해 놨지만 코로나 때문에 갈 수 없게 됐어.","나는 다음 주에 예약을 해 놓았지만 코로나 때문에 갈 수 없게 됐어."
"1610","간다면 누구랑 가고 싶어?","간다면 누구랑 가고 싶어?"
"1611","나는 친구랑 친구랑 가는 게 제일 재밌고","나는 친구랑 친구랑 가는 게 제일 재밌고"
"1612","할 수 있는 것도 많고","할 수 있는 것도 많고"
"1613","심적 부담도 별로 없는 거 같애.","심적 부담도 별로 없는 거 같애."
"1614","그럼 다음 주에 갈대밭 보러 가는 거야?","그럼 다음 주에 갈대밭 보러 가는 거야?"
"1615","울산 말하는 거야?","울산 말하는 거야?"
"1616","울산 음~ 울산은 다음 달 중순쯤에 억새가 가장 제일","울산 음~ 울산은 다음 달 중순쯤에 억새가 가장 제일"
"1617","좀 제일 만발할 때라고 해서 그때 갈 예정이고","좀 제일 만발할 때라고 해서 그때 갈 예정이고"
"1618","혹시 울산 가본 적 있으면 맛집 추천해 줄 수 있어?","혹시 울산 가본 적 있으면 맛집 추천해 줄 수 있어?"
"1619","{clearing} 울산은 아니고 울산이랑 경주 근처에 있는 짜장면 집인데 짜장면 좋아해?","{clearing} 울산은 아니고 울산이랑 경주 근처에 있는 짜장면 집인데 짜장면 좋아해?"
"1620","어 가게 이름이 뭐야?","어 가게 이름이 뭐야?"
"1621","&company-name5&이라고 항아리 짜장면을 파는데 양도 많고","&company-name5&이라고 항아리 짜장면을 파는데 양도 많고"
"1622","진짜 매콤하니 안 느끼해.","진짜 매콤하니 안 느끼해."
"1623","그거 먹어 보면 좋을 거 같은데?","그거 먹어 보면 좋을 거 같은데?"
"1624","그거 먹으러 가 봐.","그거 먹으러 가 봐."
"1625","아~ 근데 해산물 들어 있어서 해산물 못 먹겠네.","아~ 근데 해산물 들어 있어서 해산물 못 먹겠네."
"1626","해산물 왜 못 먹어?","해산물 왜 못 먹어?"
"1627","해산물은 먹는 식감이 너무 별로라서","해산물은 먹는 식감이 너무 별로라서"
"1628","잘 안 먹게 되는 거 같애.","잘 안 먹게 되는 거 같애."
"1629","혹시 전라남도 쪽으로 여행 간 적 있어?","혹시 전라남도 쪽으로 여행 간 적 있어?"
"1630","아니 나 가 보고 싶은데 너무 멀기도 하고","아니 나 가 보고 싶은데 너무 멀기도 하고"
"1631","교통편도 편하지 않아서 아직 못 가 본 거 같애.","교통편도 편하지 않아서 아직 못 가 본 거 같애."
"1632","나 한옥 마을 빼고는 그쪽으로 안 갔어.","나 한옥 마을 빼고는 그쪽으로 안 갔어."
"1633","한옥 마을 가봤어?","한옥 마을 가봤어?"
"1634","한 오 년 전에 가본 이후로는 전라남도 쪽은 한 번도 안 가 봤어.","한 오 년 전에 가본 이후로는 전라남도 쪽은 한 번도 안 가 봤어."
"1635","국내에서 제일 멀리 가본 여행지가 어디야?","국내에서 제일 멀리 가본 여행지가 어디야?"
"1636","난 제주도 아니면 강원도?","난 제주도 아니면 강원도?"
"1637","강원도가 더 머나?","강원도가 더 머나?"
"1638","제주도가 더 머나?","제주도가 더 머나?"
"1639","((그냥)) 제주도가 제일 좋았던 거 같애.","((그냥)) 제주도가 제일 좋았던 거 같애."
"1640","제주도 제주도도 같이 갈 의향이 있어?","제주도 제주도도 같이 갈 의향이 있어?"
"1641","너랑 저번에 갔을 때","너랑 저번에 갔을 때"
"1642","서쪽 위주로 갔기 때문에 이번에는 약간 동쪽으로 가 볼 의향은 있는데","서쪽 위주로 갔기 때문에 이번에는 약간 동쪽으로 가 볼 의향은 있는데"
"1643","뭐 따로 가고 싶었던 곳 있어?","뭐 따로 가고 싶었던 곳 있어?"
"1644","나 좀 액티비티를 하고 싶은데","나 좀 액티비티를 하고 싶은데"
"1645","뭐~ 사륜 바이크를 탄다거나","뭐~ 사륜 바이크를 탄다거나"
"1646","난 지금 제일 하고 싶은게 패러글라이딩 하러 단양가고 싶어.","난 지금 제일 하고 싶은게 패러글라이딩 하러 단양가고 싶어."
"1647","갈래?","갈래?"
"1648","지금은 좀 많이 추울 거 같아서 힘들 거 같고","지금은 좀 많이 추울 거 같아서 힘들 거 같고"
"1649","좀 있으면 팔공산에 단풍도 많이 좋아질 거 같은데","좀 있으면 팔공산에 단풍도 많이 좋아질 거 같은데"
"1650","팔공산이나 먼저 놀러 갈래?","팔공산이나 먼저 놀러 갈래?"
"1651","팔공산은 좀 지겹고 너무 많이 가서","팔공산은 좀 지겹고 너무 많이 가서"
"1652","앞산을 가든지","앞산을 가든지"
"1653","앞산에 가고 싶은 데 많지 않아?","앞산에 가고 싶은 데 많지 않아?"
"1654","새로 생긴 카페가 좀 많이 늘어서 거기 일단 다 가 보면 좋을 거 -같- 같애.","새로 생긴 카페가 좀 많이 늘어서 거기 일단 다 가 보면 좋을 거 -같- 같애."
"1655","혹시 앞산에 새로 생긴 ((암)) 가봤어?","혹시 앞산에 새로 생긴 ((암)) 가봤어?"
"1656","앞산에도 ((암)) 생겼어?","앞산에도 ((암)) 생겼어?"
"1657","응.","응."
"1658","나는 동대구역에만 있는 줄 알았지 나는 빵 별로 안 좋아해서 빵은 별루","나는 동대구역에만 있는 줄 알았지 나는 빵 별로 안 좋아해서 빵은 별로"
"1659","옛날에 갔던","옛날에 갔던"
"1660","옛날에 가기로 했던 그 치즈 흘러내리는 햄버거 그거 먹으러 안 갈래?","옛날에 가기로 했던 그 치즈 흘러내리는 햄버거 그거 먹으러 안 갈래?"
"1661","거기는 너랑 한 번 가 보고 남자 친구랑 한 번 가 봤는데","거기는 너랑 한 번 가 보고 남자 친구랑 한 번 가 봤는데"
"1662","항상 -갔- 갔을 때 실망을 좀 했기 때문에","항상 -갔- 갔을 때 실망을 좀 했기 때문에"
"1663","별로 안 가고 싶네.","별로 안 가고 싶네."
"1664","혹시 뭐 대구 근교에 여행지 중에 추천할 만한 데 있어?","혹시 뭐 대구 근교에 여행지 중에 추천할 만한 데 있어?"
"1665","음~ 지금으로서는 하중도라든지","음~ 지금으로서는 하중도라든지"
"1666","가산수피아 거기 옛날에는 사람 없고 조용했는데 지금은 너무 시끄러울걸?","가산수피아 거기 옛날에는 사람 없고 조용했는데 지금은 너무 시끄러울걸?"
"1667","거기 말고 화원에","거기 말고 화원에"
"1668","잔치국수 먹으러 가야 되는데","잔치국수 먹으러 가야 되는데"
"1669","옛날에 괜찮아 사랑이야 촬영지 거긴데 가면 좋을 거 같애.","옛날에 괜찮아 사랑이야 촬영지 거긴데 가면 좋을 거 같애."
"1670","남자 친구랑 가 봐.","남자 친구랑 가 봐."
"1671","지금쯤 가면 좋을 거 같은데.","지금쯤 가면 좋을 거 같은데."
"1672","같이 모여서 갈래?","같이 모여서 갈래?"
"1673","예전에 가산수피아 가다가 자동차 사고 난 적이 있어서","예전에 가산수피아 가다가 자동차 사고 난 적이 있어서"
